County_State,Number_Insured,NInsured_CI_LowerBound,NInsured_CI_UpperBound,Number_Uninsured,NUninsured_CI_LowerBound,NUninsured_CI_UpperBound,time,State_Code,County_Code
"Stephens County, TX",4996,4853,5139,2004,1861,2147,2013,48,429
"Sterling County, TX",797,780,814,201,184,218,2013,48,431
"Stonewall County, TX",761,736,786,314,289,339,2013,48,433
"Sutton County, TX",2459,2395,2523,896,832,960,2013,48,435
"Swisher County, TX",4182,4063,4301,1618,1499,1737,2013,48,437
"Tarrant County, TX",1306199,1293514,1318884,394331,381646,407016,2013,48,439
"Taylor County, TX",86879,85166,88592,24803,23090,26516,2013,48,441
"Terrell County, TX",448,430,466,244,226,262,2013,48,443
"Terry County, TX",6923,6719,7127,2922,2718,3126,2013,48,445
"Throckmorton County, TX",808,780,836,390,362,418,2013,48,447
"Titus County, TX",19414,18871,19957,8645,8102,9188,2013,48,449
"Tom Green County, TX",72331,70802,73860,21580,20051,23109,2013,48,451
"Travis County, TX",795841,786954,804728,210897,202010,219784,2013,48,453
"Trinity County, TX",8007,7795,8219,2940,2728,3152,2013,48,455
"Tyler County, TX",11635,11361,11909,3606,3332,3880,2013,48,457
"Upshur County, TX",25160,24620,25700,7715,7175,8255,2013,48,459
"Upton County, TX",2087,2028,2146,772,713,831,2013,48,461
"Uvalde County, TX",15972,15523,16421,6312,5863,6761,2013,48,463
"Val Verde County, TX",28430,27656,29204,12001,11227,12775,2013,48,465
"Van Zandt County, TX",30945,30234,31656,11010,10299,11721,2013,48,467
"Victoria County, TX",58422,57264,59580,17657,16499,18815,2013,48,469
"Walker County, TX",33837,32883,34791,11081,10127,12035,2013,48,471
"Waller County, TX",25985,25302,26668,10343,9660,11026,2013,48,473
"Ward County, TX",7288,7116,7460,2233,2061,2405,2013,48,475
"Washington County, TX",19778,19337,20219,6299,5858,6740,2013,48,477
"Webb County, TX",154369,150903,157835,82367,78901,85833,2013,48,479
"Wharton County, TX",25456,24829,26083,9151,8524,9778,2013,48,481
"Wheeler County, TX",3390,3292,3488,1355,1257,1453,2013,48,483
"Wichita County, TX",80236,78745,81727,22859,21368,24350,2013,48,485
"Wilbarger County, TX",8059,7847,8271,2696,2484,2908,2013,48,487
"Willacy County, TX",11262,10950,11574,4635,4323,4947,2013,48,489
"Williamson County, TX",345850,341725,349975,70416,66291,74541,2013,48,491
"Wilson County, TX",31027,30484,31570,7623,7080,8166,2013,48,493
"Winkler County, TX",4867,4740,4994,1768,1641,1895,2013,48,495
"Wise County, TX",39440,38615,40265,12058,11233,12883,2013,48,497
"Wood County, TX",22203,21661,22745,8141,7599,8683,2013,48,499
"Yoakum County, TX",5122,4974,5270,2052,1904,2200,2013,48,501
"Young County, TX",10603,10330,10876,4069,3796,4342,2013,48,503
"Zapata County, TX",8353,8078,8628,4342,4067,4617,2013,48,505
"Zavala County, TX",7449,7245,7653,2743,2539,2947,2013,48,507
"Beaver County, UT",4497,4395,4599,1048,946,1150,2013,49,001
"Box Elder County, UT",38762,38255,39269,5616,5109,6123,2013,49,003
"Cache County, UT",88402,87127,89677,14971,13696,16246,2013,49,005
"Carbon County, UT",15312,15100,15524,2211,1999,2423,2013,49,007
"Daggett County, UT",690,675,705,141,126,156,2013,49,009
"Davis County, UT",260310,257965,262655,31359,29014,33704,2013,49,011
"Duchesne County, UT",14953,14682,15224,2944,2673,3215,2013,49,013
"Emery County, UT",7883,7758,8008,1328,1203,1453,2013,49,015
"Garfield County, UT",3150,3072,3228,814,736,892,2013,49,017
"Grand County, UT",6119,5961,6277,1732,1574,1890,2013,49,019
"Iron County, UT",32552,31796,33308,8022,7266,8778,2013,49,021
"Juab County, UT",7742,7611,7873,1328,1197,1459,2013,49,023
"Kane County, UT",4592,4503,4681,846,757,935,2013,49,025
"Millard County, UT",8423,8242,8604,2111,1930,2292,2013,49,027
"Morgan County, UT",8143,8048,8238,901,806,996,2013,49,029
"Piute County, UT",812,786,838,273,247,299,2013,49,031
"Rich County, UT",1543,1508,1578,349,314,384,2013,49,033
"Salt Lake County, UT",802945,797034,808856,161305,155394,167216,2013,49,035
"San Juan County, UT",10204,9975,10433,2673,2444,2902,2013,49,037
"Sanpete County, UT",17871,17469,18273,4403,4001,4805,2013,49,039
"Sevier County, UT",14682,14437,14927,2686,2441,2931,2013,49,041
"Summit County, UT",29888,29461,30315,5078,4651,5505,2013,49,043
"Tooele County, UT",48596,47944,49248,6884,6232,7536,2013,49,045
"Uintah County, UT",26822,26343,27301,5345,4866,5824,2013,49,047
"Utah County, UT",433023,429110,436936,68935,65022,72848,2013,49,049
"Wasatch County, UT",19144,18749,19539,4538,4143,4933,2013,49,051
"Washington County, UT",94850,93126,96574,22818,21094,24542,2013,49,053
"Wayne County, UT",1775,1727,1823,463,415,511,2013,49,055
"Weber County, UT",177712,175487,179937,32212,29987,34437,2013,49,057
"Addison County, VT",25830,25572,26088,2521,2263,2779,2013,50,001
"Bennington County, VT",25450,25175,25725,2624,2349,2899,2013,50,003
"Caledonia County, VT",22392,22121,22663,2436,2165,2707,2013,50,005
"Chittenden County, VT",120612,119735,121489,9756,8879,10633,2013,50,007
"Essex County, VT",4158,4082,4234,661,585,737,2013,50,009
"Franklin County, VT",38004,37646,38362,3444,3086,3802,2013,50,011
"Grand Isle County, VT",5243,5181,5305,555,493,617,2013,50,013
"Lamoille County, VT",18731,18503,18959,2061,1833,2289,2013,50,015
"Orange County, VT",21205,20971,21439,2205,1971,2439,2013,50,017
"Orleans County, VT",18885,18641,19129,2344,2100,2588,2013,50,019
"Rutland County, VT",43174,42753,43595,4205,3784,4626,2013,50,021
"Washington County, VT",44159,43791,44527,3552,3184,3920,2013,50,023
"Windham County, VT",31391,31038,31744,3372,3019,3725,2013,50,025
"Windsor County, VT",40302,39911,40693,3902,3511,4293,2013,50,027
"Accomack County, VA",20802,20380,21224,5381,4959,5803,2013,51,001
"Albemarle County, VA",70353,69504,71202,10389,9540,11238,2013,51,003
"Alleghany County, VA",10645,10495,10795,1685,1535,1835,2013,51,005
"Amelia County, VA",8683,8519,8847,1867,1703,2031,2013,51,007
"Amherst County, VA",21188,20843,21533,4025,3680,4370,2013,51,009
"Appomattox County, VA",10383,10206,10560,2073,1896,2250,2013,51,011
"Arlington County, VA",179666,177893,181439,21033,19260,22806,2013,51,013
"Augusta County, VA",49631,48911,50351,8411,7691,9131,2013,51,015
"Bath County, VA",2908,2851,2965,583,526,640,2013,51,017
"Bedford County, VA",48880,48232,49528,7747,7099,8395,2013,51,019
"Bland County, VA",4144,4078,4210,679,613,745,2013,51,021
"Botetourt County, VA",23503,23238,23768,2893,2628,3158,2013,51,023
"Brunswick County, VA",9890,9704,10076,2066,1880,2252,2013,51,025
"Buchanan County, VA",15492,15241,15743,2850,2599,3101,2013,51,027
"Buckingham County, VA",10073,9865,10281,2324,2116,2532,2013,51,029
"Campbell County, VA",38537,37936,39138,6833,6232,7434,2013,51,031
"Caroline County, VA",20745,20405,21085,3887,3547,4227,2013,51,033
"Carroll County, VA",19189,18787,19591,4531,4129,4933,2013,51,035
"Charles City County, VA",4574,4477,4671,1161,1064,1258,2013,51,036
"Charlotte County, VA",7923,7762,8084,1903,1742,2064,2013,51,037
"Chesterfield County, VA",246343,244070,248616,35287,33014,37560,2013,51,041
"Clarke County, VA",10213,10084,10342,1403,1274,1532,2013,51,043
"Craig County, VA",3475,3410,3540,693,628,758,2013,51,045
"Culpeper County, VA",33868,33336,34400,6629,6097,7161,2013,51,047
"Cumberland County, VA",6604,6471,6737,1454,1321,1587,2013,51,049
"Dickenson County, VA",10486,10319,10653,1937,1770,2104,2013,51,051
"Dinwiddie County, VA",19741,19439,20043,3377,3075,3679,2013,51,053
"Essex County, VA",7486,7349,7623,1554,1417,1691,2013,51,057
"Fairfax County, VA",866327,860790,871864,121401,115864,126938,2013,51,059
"Fauquier County, VA",50004,49444,50564,6965,6405,7525,2013,51,061
"Floyd County, VA",10261,10062,10460,2227,2028,2426,2013,51,063
"Fluvanna County, VA",17333,17089,17577,2805,2561,3049,2013,51,065
"Franklin County, VA",36396,35787,37005,7545,6936,8154,2013,51,067
"Frederick County, VA",58522,57738,59306,9865,9081,10649,2013,51,069
"Giles County, VA",11620,11436,11804,2047,1863,2231,2013,51,071
"Gloucester County, VA",26208,25841,26575,4286,3919,4653,2013,51,073
"Goochland County, VA",15305,15182,15428,1206,1083,1329,2013,51,075
"Grayson County, VA",9586,9396,9776,2150,1960,2340,2013,51,077
"Greene County, VA",13154,12925,13383,2715,2486,2944,2013,51,079
"Greensville County, VA",6096,5996,6196,1016,916,1116,2013,51,081
"Halifax County, VA",23054,22679,23429,4491,4116,4866,2013,51,083
"Hanover County, VA",75540,74846,76234,8442,7748,9136,2013,51,085
"Henrico County, VA",235543,233030,238056,38292,35779,40805,2013,51,087
"Henry County, VA",33830,33216,34444,7609,6995,8223,2013,51,089
"Highland County, VA",1150,1112,1188,432,394,470,2013,51,091
"Isle of Wight County, VA",26055,25749,26361,3553,3247,3859,2013,51,093
"James City County, VA",47169,46611,47727,6520,5962,7078,2013,51,095
"King and Queen County, VA",4625,4532,4718,1085,992,1178,2013,51,097
"King George County, VA",19438,19207,19669,2334,2103,2565,2013,51,099
"King William County, VA",11867,11692,12042,1972,1797,2147,2013,51,101
"Lancaster County, VA",6174,6071,6277,1127,1024,1230,2013,51,103
"Lee County, VA",16173,15902,16444,3016,2745,3287,2013,51,105
"Loudoun County, VA",289224,287187,291261,29021,26984,31058,2013,51,107
"Louisa County, VA",23364,22973,23755,4860,4469,5251,2013,51,109
"Lunenburg County, VA",7373,7218,7528,1765,1610,1920,2013,51,111
"Madison County, VA",8750,8590,8910,1832,1672,1992,2013,51,113
"Mathews County, VA",5438,5348,5528,1010,920,1100,2013,51,115
"Mecklenburg County, VA",19401,19033,19769,4379,4011,4747,2013,51,117
"Middlesex County, VA",6248,6139,6357,1206,1097,1315,2013,51,119
"Montgomery County, VA",65006,63774,66238,11788,10556,13020,2013,51,121
"Nelson County, VA",9441,9266,9616,2023,1848,2198,2013,51,125
"New Kent County, VA",13966,13778,14154,2120,1932,2308,2013,51,127
"Northampton County, VA",7222,7060,7384,1938,1776,2100,2013,51,131
"Northumberland County, VA",6588,6449,6727,1554,1415,1693,2013,51,133
"Nottoway County, VA",9400,9227,9573,1949,1776,2122,2013,51,135
"Orange County, VA",23089,22704,23474,4476,4091,4861,2013,51,137
"Page County, VA",15979,15695,16263,3267,2983,3551,2013,51,139
"Patrick County, VA",11520,11302,11738,2519,2301,2737,2013,51,141
"Pittsylvania County, VA",41974,41363,42585,7704,7093,8315,2013,51,143
"Powhatan County, VA",18795,18544,19046,2945,2694,3196,2013,51,145
"Prince Edward County, VA",12999,12724,13274,2620,2345,2895,2013,51,147
"Prince George County, VA",24432,24092,24772,3518,3178,3858,2013,51,149
"Prince William County, VA",340684,337295,344073,57805,54416,61194,2013,51,153
"Pulaski County, VA",22895,22541,23249,3975,3621,4329,2013,51,155
"Rappahannock County, VA",4634,4538,4730,1127,1031,1223,2013,51,157
"Richmond County, VA",4650,4554,4746,1095,999,1191,2013,51,159
"Roanoke County, VA",65436,64703,66169,8646,7913,9379,2013,51,161
"Rockbridge County, VA",14243,13992,14494,2786,2535,3037,2013,51,163
"Rockingham County, VA",52687,51912,53462,10270,9495,11045,2013,51,165
"Russell County, VA",19476,19158,19794,3710,3392,4028,2013,51,167
"Scott County, VA",14887,14657,15117,2638,2408,2868,2013,51,169
"Shenandoah County, VA",28406,27936,28876,5709,5239,6179,2013,51,171
"Smyth County, VA",21574,21225,21923,3860,3511,4209,2013,51,173
"Southampton County, VA",11503,11311,11695,2197,2005,2389,2013,51,175
"Spotsylvania County, VA",96773,95673,97873,15050,13950,16150,2013,51,177
"Stafford County, VA",107770,106737,108803,12496,11463,13529,2013,51,179
"Surry County, VA",4721,4645,4797,809,733,885,2013,51,181
"Sussex County, VA",6271,6156,6386,1225,1110,1340,2013,51,183
"Tazewell County, VA",28946,28445,29447,5821,5320,6322,2013,51,185
"Warren County, VA",27628,27204,28052,5096,4672,5520,2013,51,187
"Washington County, VA",36483,35926,37040,6659,6102,7216,2013,51,191
"Westmoreland County, VA",11081,10856,11306,2544,2319,2769,2013,51,193
"Wise County, VA",27159,26720,27598,4922,4483,5361,2013,51,195
"Wythe County, VA",19979,19627,20331,3845,3493,4197,2013,51,197
"York County, VA",50374,49861,50887,5612,5099,6125,2013,51,199
"Alexandria city, VA",113265,111757,114773,18953,17445,20461,2013,51,510
"Bedford city, VA",4055,3981,4129,668,594,742,2013,51,515
"Bristol city, VA",11852,11644,12060,2075,1867,2283,2013,51,520
"Buena Vista city, VA",4369,4280,4458,822,733,911,2013,51,530
"Charlottesville city, VA",31544,30840,32248,6849,6145,7553,2013,51,540
"Chesapeake city, VA",175701,173899,177503,23744,21942,25546,2013,51,550
"Colonial Heights city, VA",12157,11961,12353,1960,1764,2156,2013,51,570
"Covington city, VA",3999,3926,4072,711,638,784,2013,51,580
"Danville city, VA",28891,28412,29370,5117,4638,5596,2013,51,590
"Emporia city, VA",3938,3859,4017,711,632,790,2013,51,595
"Fairfax city, VA",17239,16979,17499,2745,2485,3005,2013,51,600
"Falls Church city, VA",11083,10997,11169,795,709,881,2013,51,610
"Franklin city, VA",6116,6007,6225,1064,955,1173,2013,51,620
"Fredericksburg city, VA",19218,18830,19606,3572,3184,3960,2013,51,630
"Galax city, VA",4575,4475,4675,1052,952,1152,2013,51,640
"Hampton city, VA",98880,97468,100292,16475,15063,17887,2013,51,650
"Harrisonburg city, VA",31624,30715,32533,8754,7845,9663,2013,51,660
"Hopewell city, VA",15842,15548,16136,2992,2698,3286,2013,51,670
"Lexington city, VA",2868,2800,2936,597,529,665,2013,51,678
"Lynchburg city, VA",48765,47884,49646,9239,8358,10120,2013,51,680
"Manassas city, VA",30510,29862,31158,7728,7080,8376,2013,51,683
"Manassas Park city, VA",11608,11319,11897,3380,3091,3669,2013,51,685
"Martinsville city, VA",9105,8940,9270,1789,1624,1954,2013,51,690
"Newport News city, VA",131226,129376,133076,23211,21361,25061,2013,51,700
"Norfolk city, VA",158745,156412,161078,32391,30058,34724,2013,51,710
"Norton city, VA",3054,3003,3105,425,374,476,2013,51,720
"Petersburg city, VA",23035,22601,23469,4533,4099,4967,2013,51,730
"Poquoson city, VA",8908,8816,9000,957,865,1049,2013,51,735
"Portsmouth city, VA",68901,67830,69972,12274,11203,13345,2013,51,740
"Radford city, VA",10648,10354,10942,2188,1894,2482,2013,51,750
"Richmond city, VA",143959,141565,146353,36396,34002,38790,2013,51,760
"Roanoke city, VA",69111,67947,70275,14784,13620,15948,2013,51,770
"Salem city, VA",16820,16569,17071,2618,2367,2869,2013,51,775
"Staunton city, VA",15827,15566,16088,2649,2388,2910,2013,51,790
"Suffolk city, VA",64891,64120,65662,9172,8401,9943,2013,51,800
"Virginia Beach city, VA",336120,332867,339373,51113,47860,54366,2013,51,810
"Waynesboro city, VA",14794,14531,15057,2880,2617,3143,2013,51,820
"Williamsburg city, VA",7289,7120,7458,1429,1260,1598,2013,51,830
"Winchester city, VA",18341,17947,18735,4305,3911,4699,2013,51,840
"Adams County, WA",12819,12493,13145,4196,3870,4522,2013,53,001
"Asotin County, WA",14989,14734,15244,2605,2350,2860,2013,53,003
"Benton County, WA",133128,131271,134985,25984,24127,27841,2013,53,005
"Chelan County, WA",47997,47031,48963,12893,11927,13859,2013,53,007
"Clallam County, WA",42805,42068,43542,9591,8854,10328,2013,53,009
"Clark County, WA",324381,320937,327825,58328,54884,61772,2013,53,011
"Columbia County, WA",2491,2442,2540,510,461,559,2013,53,013
"Cowlitz County, WA",69208,68085,70331,14253,13130,15376,2013,53,015
"Douglas County, WA",25764,25210,26318,7576,7022,8130,2013,53,017
"Ferry County, WA",4591,4474,4708,1423,1306,1540,2013,53,019
"Franklin County, WA",59352,58003,60701,17694,16345,19043,2013,53,021
"Garfield County, WA",1478,1451,1505,265,238,292,2013,53,023
"Grant County, WA",61459,60176,62742,18251,16968,19534,2013,53,025
"Grays Harbor County, WA",43884,43034,44734,12213,11363,13063,2013,53,027
"Island County, WA",51602,50857,52347,8601,7856,9346,2013,53,029
"Jefferson County, WA",16775,16441,17109,3713,3379,4047,2013,53,031
"King County, WA",1527119,1518412,1535826,241577,232870,250284,2013,53,033
"Kitsap County, WA",178983,177008,180958,28238,26263,30213,2013,53,035
"Kittitas County, WA",27273,26604,27942,6549,5880,7218,2013,53,037
"Klickitat County, WA",13335,13065,13605,3310,3040,3580,2013,53,039
"Lewis County, WA",49450,48642,50258,11055,10247,11863,2013,53,041
"Lincoln County, WA",6698,6587,6809,1226,1115,1337,2013,53,043
"Mason County, WA",36599,35921,37277,9222,8544,9900,2013,53,045
"Okanogan County, WA",24345,23774,24916,8720,8149,9291,2013,53,047
"Pacific County, WA",11689,11441,11937,3109,2861,3357,2013,53,049
"Pend Oreille County, WA",8322,8167,8477,1696,1541,1851,2013,53,051
"Pierce County, WA",600987,595687,606287,104305,99005,109605,2013,53,053
"San Juan County, WA",8849,8657,9041,2513,2321,2705,2013,53,055
"Skagit County, WA",78580,77385,79775,18077,16882,19272,2013,53,057
"Skamania County, WA",7894,7764,8024,1470,1340,1600,2013,53,059
"Snohomish County, WA",554857,549977,559737,94056,89176,98936,2013,53,061
"Spokane County, WA",334209,330295,338123,66107,62193,70021,2013,53,063
"Stevens County, WA",28145,27644,28646,6655,6154,7156,2013,53,065
"Thurston County, WA",190139,187966,192312,30544,28371,32717,2013,53,067
"Wahkiakum County, WA",2294,2243,2345,547,496,598,2013,53,069
"Walla Walla County, WA",37419,36707,38131,8497,7785,9209,2013,53,071
"Whatcom County, WA",139183,136864,141502,31882,29563,34201,2013,53,073
"Whitman County, WA",30092,29407,30777,5747,5062,6432,2013,53,075
"Yakima County, WA",156292,153339,159245,57754,54801,60707,2013,53,077
"Barbour County, WV",10566,10334,10798,2547,2315,2779,2013,54,001
"Berkeley County, WV",78408,77177,79639,14985,13754,16216,2013,54,003
"Boone County, WV",17124,16839,17409,3159,2874,3444,2013,54,005
"Braxton County, WV",9102,8900,9304,2263,2061,2465,2013,54,007
"Brooke County, WV",15360,15095,15625,2667,2402,2932,2013,54,009
"Cabell County, WV",63966,62777,65155,13851,12662,15040,2013,54,011
"Calhoun County, WV",4814,4701,4927,1229,1116,1342,2013,54,013
"Clay County, WV",6163,6029,6297,1410,1276,1544,2013,54,015
"Doddridge County, WV",5027,4917,5137,1129,1019,1239,2013,54,017
"Fayette County, WV",29093,28526,29660,6843,6276,7410,2013,54,019
"Gilmer County, WV",4175,4071,4279,1043,939,1147,2013,54,021
"Grant County, WV",7485,7323,7647,1760,1598,1922,2013,54,023
"Greenbrier County, WV",22321,21843,22799,5607,5129,6085,2013,54,025
"Hampshire County, WV",14469,14128,14810,4162,3821,4503,2013,54,027
"Hancock County, WV",20338,19971,20705,3887,3520,4254,2013,54,029
"Hardy County, WV",8960,8752,9168,2254,2046,2462,2013,54,031
"Harrison County, WV",47144,46382,47906,9325,8563,10087,2013,54,033
